ASIC1	ACCN2
APLNR	AGTRL1
ACOD1	IRG1
EPHA8	EEK
EPHB1	EPHT2
EPHB2	DRT
EPHB2	ERK
EPHB2	EPHT3
EPHB3	ETK2
EPHB4	HTK
ABCA4	STGD1
ABCA4	ABCR
ABCA4	RP19
ABCA4	STGD
EPHX1	EPHX
STX2	STX2B
STX2	STX2C
STX2	STX2A
STX2	EPIM
AGXT	SPAT
EPRS1	QPRS
EPRS1	EPRS
ERBB2	NGL
ERBB3	LCCS2
ERCC2	XPD
ARMH1	NCRNA00082
ARMH1	C1orf228
ERCC4	XPF
ERCC5	ERCM2
ERCC5	XPGC
ERCC6	CKN2
PCARE	C2orf71
ERCC8	CKN1
UQCC3	C11orf83
ERV3-1	ERV3
AHRR	AHH
AHRR	AHHR
ESR1	ESR
ESRRA	ESRL1
ESRRB	ESRL2
ESRRB	DFNB35
ETS1	EWSR2
MPZL2	EVA1
MECOM	MDS1
MECOM	EVI1
EXT1	LGCR
EXT1	LGS
EYA1	BOR
EYA4	DFNA10
EYA4	CMD1J
F13A1	F13A
F2RL1	GPR11
F8	F8C
FABP3	MDGI
FABP3	FABP11
ACSL1	FACL2
ACSL3	FACL3
ACSL4	FACL4
ACSL4	MRX63
ACSL4	MRX68
FADS1	LLCDL1
FADS2	LLCDL2
BPTF	FALZ
FANCA	FACA
FANCA	FANCH
FANCC	FACC
FANCE	FACE
FANCG	XRCC9
AIPL1	LCA4
FAT1	FAT
AIRE	APECED
FBN1	FBN
FBN1	MFS1
FBN1	WMS
FBN2	CCA
FBP1	FBP
FCER1A	FCE1A
FCER2	CD23A
FCER2	FCE2
FCGR2A	FCGR2A1
FKTN	FCMD
FDX1	FDX
FDXR	ADXR
MYOF	FER1L3
FGD1	FGDY
FGF1	FGFA
FGF12	FGF12B
AKAP1	PRKA1
FGF16	MF4
FGF2	FGFB
FGF3	INT2
FGF4	HSTF1
FGFR1	FLT2
FGFR1	KAL2
FGFR2	KGFR
FGFR2	BEK
FGFR2	CFD1
FGFR2	JWS
FGFR3	ACH
FGR	SRC2
ATP8B1	FIC1
ATP8B1	BRIC
ATP8B1	PFIC1
VEGFD	FIGF
KDM4E	KDM4DL
AKAP13	LBC
GOLGA6L10	GOLGA6L18
TEN1	C17orf106
INSYN2B	C5orf57
INSYN2B	FAM196B
CRPPA	ISPD
STPG3	C9orf173
FLNA	FLN1
FLNA	FLN
FLNA	OPD2
FLNA	OPD1
FLNB	FLN1L
FLNB	LRS1
FLNC	FLN2
FLOT2	M17S1
FLT1	FLT
FMN1	LD
FMN1	FMN
FMR1	POF1
FMR1	POF
AFF2	FMR2
FOLH1	FOLH
FOLR1	FOLR
FOXC1	FKHL7
FOXC1	IRID1
FOXC2	FKHL14
FOXD1	FKHL8
FOXE1	FKHL15
FOXE1	TITF2
FOXE1	FOXE2
FOXE3	FKHL12
FOXF1	FKHL5
AKR1B1	ALDR1
FOXF2	FKHL6
FOXG1	FKHL2
FOXG1	FOXG1B
FOXG1	FKHL4
FOXG1	FKH2
FOXG1	FKHL1
FOXG1	FOXG1C
FOXG1	FKHL3
FOXG1	FOXG1A
FOXI1	FKHL10
FOXJ1	FKHL13
FOXL1	FKHL11
FOXM1	FKHL16
FOXO1	FKHR
FOXO1	FOXO1A
FOXO3	FKHRL1
FOXO3	FOXO3A
FPR2	FPRL1
AKR1C1	DDH1
AKR1C2	DDH2
AKR1C2	TDD
AKR1C3	HSD17B5
BECN2	BECN1P1
AKR1C4	CHDR
AKR1D1	SRD5B1
MTOR	FRAP
MTOR	FRAP2
MTOR	FRAP1
FXN	FRDA
NCS1	FREQ
ALAS1	ALAS3
ALAS1	ALAS
CENPI	FSHPRH1
FSHR	ODG1
ALAS2	ASB
FTH1	FTHL6
ALDH1L1	FTHFD
ABCB1	PGY1
ABCB1	MDR1
ABCB1	CLCS
PET100	C19orf79
FUBP1	FUBP
MCIDAS	MCIN
FUS	ALS6
FUT1	H
FUT1	HSC
FUT2	SE
FUT3	LE
FUT4	CD15
FUT4	FCT3A
FUT4	ELFT
ALDH1A1	PUMB1
ALDH1A1	ALDH1
KDSR	FVT1
FXR2	FMR1L2
FXYD2	ATP1G1
FXYD2	HOMG2
ALDH3A2	SLS
ALDH3A2	ALDH10
ACKR1	FY
ACKR1	DARC
FYB1	FYB
FZD5	C2orf31
ALDH3A1	ALDH3
ISG15	G1P2
XRCC6	G22P1
G6PC	G6PT
SLC37A4	G6PT1
SLC37A4	G6PT2
SLC37A4	G6PT3
GAB1	DFNB26
ALDH1B1	ALDH5
ALDH1A3	ALDH6
GAD1	GAD
GADD45A	DDIT1
PAGE1	GAGEB1
PAGE4	GAGEC1
GAL	GALN
B4GALNT1	GALGT
B4GALNT1	SPG26
GALK1	GALK
ALDH9A1	ALDH7
ALDH9A1	ALDH9
LRRC32	D11S833E
LRRC32	GARP
GAST	GAS
GAS8	GAS11
GAS6	AXLLG
GATA1	GF1
GBA	GLUC
PROB1	C5orf65
GCH1	GCH
GCH1	DYT5
GCH1	DYT14
GCK	MODY2
GCM1	GCMA
GCM2	GCMB
GCN1	GCN1L1
ABCB11	BSEP
ABCB11	PFIC2
KAT2A	GCN5L2
GCNT1	NACGT2
GCNT2	NACGT1
GCNT2	II
GCNT2	GCNT5
GCNT2	CCAT
OPN1MW	GCP
OPN1MW	CBD
GDF6	SGM1
MSTN	GDF8
GDI1	MRX48
GDI1	MRX41
GDI1	GDIL
GFI1	ZNF163
GFPT1	GFPT
GFRA1	GDNFRA
GGT1	GGT
GGT5	GGTLA1
GHRH	GHRF
CBLIF	GIF
GJA1	ODDD
GJA1	GJAL
GJA3	CZP3
GJC1	GJA7
GJA8	CAE1
GJA8	CZP1
GJA8	CAE
GJB1	CMTX1
GJB1	CMTX
GJB2	DFNB1
GJB3	EKV
GJB6	ED2
GK2	GKP2
GLB1	ELNR1
TAP1	ABCB2
GCLC	GLCLC
GCLC	GLCL
GCLM	GLCLR
GLE1	GLE1L
GLE1	LCCS1
GLI1	GLI
GLI3	GCPS
GLI3	PHS
GLRA1	STHE
GLRA2	GLR
BICRA	GLTSCR1
NOP53	GLTSCR2
GLUD1	GLUD
GLUD2	GLUDP1
GLUL	GLNS
GNA11	HHC2
ALPL	HOPS
GNAI2	GNAI2B
GNAS	GNAS1
RACK1	GNB2L1
TAP2	ABCB3
ALPG	ALPPL2
GNLY	LAG2
GNRH1	GRH
GNRH1	GNRH
GNRH1	LHRH
GNRHR	GRHR
ALS2	ALS2CR6
GP1BA	GP1B
SETX	ALS4
SETX	SCAR1
GPC3	SDYS
PRLHR	GPR10
UTS2R	GPR14
ZBED1	ALTE
CCR10	GPR2
LPAR4	GPR23
MCHR1	GPR24
GPER1	CMKRL2
GPER1	GPR30
GPER1	GPER
ALX3	FND
FFAR3	GPR41
ABCB4	PGY3
ABCB4	MDR3
ALX4	PFM2
FFAR2	GPR43
PTGDR2	GPR44
LGR5	GPR67
LGR5	GPR49
GABBR2	GPR51
KISS1R	GPR54
ADGRG1	GPR56
ADGRG2	GPR64
NMUR1	GPR66
NPBWR1	GPR7
GPR83	GPR72
PROKR1	GPR73
NPFFR2	GPR74
C5AR2	GPR77
AMBP	ITI
AMBP	ITIL
OXGR1	GPR99
OXGR1	GPR80
CXCR3	GPR9
SUCNR1	GPR91
GRK4	GPRK2L
GRK5	GPRK5
TECR	SC2
TECR	GPSN2
GPX6	GPXP3
RAPGEF1	GRF2
GRHPR	GLXR
GRIA1	GLUR1
GRIA2	GLUR2
GRIA3	GLUR3
GRIA4	GLUR4
GRIK1	GLUR5
GRIK2	GLUR6
GRIK4	GRIK
GRIN1	NMDAR1
GRIN2A	NMDAR2A
GRIN2B	NMDAR2B
GRIN2C	NMDAR2C
GRIN2D	NMDAR2D
ARHGAP35	GRLF1
CXCL1	MGSA
CXCL1	GRO1
CXCL1	FSP
PDIA3	GRP58
AMELX	AMG
AMELX	AIH1
GSTM1	GST1
GSTP1	FAEES3
GSTP1	GST3
GTF2I	WBSCR6
GTF2IRD1	WBSCR11
GUCA1A	GUCA
GUCA1A	GUCA1
GUCA1A	C6orf131
GUCY1A2	GUC1A2
GUCY1A1	GUC1A3
GUCY1A1	GUCY1A3
GUCY2C	GUC2C
GUCY2D	CORD6
GUCY2D	LCA
GUCY2D	GUC2D
GUCY2D	GUC1A4
GYG1	GYG
GYS1	GYS
GZMA	HFSP
GZMA	CTLA3
GZMB	CTLA1
GZMB	CSPB
GZMH	CTSGL2
H1-4	H1F4
H1-4	HIST1H1E
H2AC16	H2AFI
H2AC16	HIST1H2AL
H2AC17	H2AFN
H2AC17	HIST1H2AM
AMY1A	AMY1
MACROH2A1	H2AFY
H2AZ1	H2AZ
H2AZ1	H2AFZ
H3-3A	H3F3
H3-3A	H3F3A
H3-3B	H3F3B
H3C1	H3FA
H3C1	HIST1H3A
H3C11	H3FF
H3C11	HIST1H3I
H4C6	H4FC
H4C6	HIST1H4F
H4C12	H4FD
H4C12	HIST1H4K
H4C11	H4FE
H4C11	HIST1H4J
H4C3	H4FG
H4C3	HIST1H4C
H4C2	H4FI
H4C2	HIST1H4B
H4C9	H4FM
H4C9	HIST1H4I
H6PD	GDH
HADH	HADHSC
ABCB7	ABC7
HSD17B10	HADH2
HSD17B10	MRXS10
HAL	HIS
HAO1	GOX1
HAP1	HAP2
KALRN	HAPIP
HARS1	USH3B
HARS1	HARS
HARS2	HARSL
HAS1	HAS
HCCS	MLS
SERPIND1	HCF2
HCFC1	HFC1
HCFC1	MRX3
HCN1	BCNG1
HCN2	BCNG2
HTT	HD
HDAC1	RPD3L1
HDLBP	VGL
CFH	HF
CFH	HF1
CFH	HF2
HJV	HFE2
ANGPTL1	ANGPT3
CFHR2	HFL3
CFHR2	CFHL2
HGD	AKU
HGF	DFNB39
HHEX	PRHX
ANGPTL3	ANGPT5
HINT1	PRKCNH1
HINT1	HINT
UBE2K	HIP2
HIRA	TUPLE1
ANK1	ANK
HIVEP1	ZNF40
PFDN6	HKE2
SLC39A7	HKE4
ZNF875	HKR1
ANK2	LQT4
ZBTB48	HKR3
HLA-B	AS
HLA-DOA	HLA-DZA
HLA-DOA	HLA-DNA
HLA-DPA1	HLA-DP1A
HLA-DPB1	HLA-DP1B
HLA-DQB2	HLA-DXB
HLA-DRA	HLA-DRA1
HLA-DRB1	HLA-DR1B
RIPK4	ANKRD3
TRPA1	ANKTM1
MR1	HLALS
HLX	HLX1
MNX1	HLXB9
HMBS	PBGD
HMBS	UPS
HMBS	PORC
HMGB1	HMG1
HMGN1	HMG14
ANPEP	CD13
ANPEP	PEPN
HMGB3	HMG4
HMGA2	HMGIC
HMGA1	HMGIY
FOXA1	HNF3A
FOXA2	HNF3B
HNF4A	TCF14
HNF4A	MODY
HNF4A	MODY1
HNRNPA0	HNRPA0
HNRNPA1	HNRPA1
HNRNPA2B1	HNRPA2B1
HNRNPD	AUF1
HNRNPD	HNRPD
HNRNPDL	HNRPDL
HNRNPDL	LGMD1G
HNRNPH1	HNRPH1
HNRNPH2	HNRPH2
HNRNPK	HNRPK
HNRNPL	HNRPL
HNRNPM	NAGR1
HNRNPM	HNRPM
HNRNPR	HNRPR
HNRNPU	HNRPU
HNRNPU	HNRNPU-AS1
HNRNPU	C1orf199
HNRNPU	NCRNA00201
TLX2	HOX11L1
HOXA1	HOX1F
ABCC1	MRP
ABCC1	MRP1
HOXA10	HOX1H
HOXA11	HOX1I
HOXA13	HOX1J
HOXA2	HOX1K
HOXA5	HOX1C
HOXA9	HOX1G
HOXB1	HOX2I
HOXB6	HOX2B
HOXB8	HOX2D
HOXB9	HOX2E
HOXC10	HOX3I
HOXC13	HOX3G
HOXC5	HOX3D
HOXC9	HOX3B
HOXD10	HOX4D
HOXD11	HOX4F
HOXD13	HOX4I
HOXD13	SPD
HOXD3	HOX4A
HOXD3	HOX1D
HOXD4	HOX4B
HOXD9	HOX4C
HPCA	DYT2
HPD	PPD
HPRT1	HPRT
HPS1	HPS
HR	ALUNC
HRAS	HRAS1
ERAS	HRAS2
ERAS	HRASP
AGFG1	HRB
PRMT2	HRMT1L1
PRMT1	HRMT1L2
PRMT8	HRMT1L4
HES1	HRY
HS6ST1	HS6ST
HSD11B1	HSD11B
HSD11B1	HSD11
HSD17B1	EDHB17
HSD17B1	EDH17B2
HSD3B1	HSDB3
HSD3B1	HSD3B
HSF4	CTM
DNAJB2	HSJ1
HSPA1A	HSPA1
HSPA5	GRP78
HSPA8	HSPA10
HSPA9	HSPA9B
HSP90AA1	HSPC1
HSP90AA1	HSPCA
HSP90AB1	HSPC2
HSP90AB1	HSPCB
HSPD1	SPG13
DNAJB1	HSPF1
HSPG2	SJS1
KAT5	HTATIP
FOXN2	HTLF
HTR1A	ADRB2RL1
HTR1A	ADRBRL1
HTR1D	HTRL
HTR2A	HTR2
HTR2C	HTR1C
HTR3A	HTR3
ABCC2	CMOAT
TNC	HXB
TNC	DFNA56
ANXA1	ANX1
ANXA1	LPC1
IARS1	IARS
NOD2	IBD1
NOD2	CARD15
ICAM4	LW
ANXA11	ANX11
IRF8	ICSBP1
IDS	SIDS
CFI	IF
SP110	IFI41
SP110	IFI75
IFIT1	G10P1
IFIT1	IFI56
IFIT1	IFNAI1
IFIT2	IFI54
IFIT2	G10P2
ANXA3	ANX3
IFIT3	IFIT4
ANXA4	ANX4
ANXA5	ENX2
ANXA5	ANX5
IFNAR1	IFNAR
IFNAR2	IFNABR
IFNB1	IFNB
IFNGR1	IFNGR
ANXA6	ANX6
IFNGR2	IFNGT1
ANXA7	ANX7
IGBP1	IBP1
IGF2	C11orf43
AP1B1	ADTB1
AP1B1	CLAPB2
AP1G1	CLAPG1
AP1G1	ADTG
AP1S1	CLAPS1
AP1S1	EKV3
AP1S2	MRX59
AP1S2	MRXS5
AP1S2	PGS
AP2A1	CLAPA1
AP2A1	ADTAA
AP2B1	ADTB2
AP2B1	CLAPB1
AP2M1	CLAPM1
AP2S1	CLAPS2
AP2S1	HHC3
ABCC6	ARA
ABCC6	PXE
AP4B1	SPG47
RBPJ	IGKJRB1
RBPJ	RBPSUH
APBA1	MINT1
APBA2	X11L
APBA2	MINT2
APBB1	RIR
APEX1	APEX
IGLL1	IGLL
ATG5	APG5L
ABCC8	SUR
ABCC8	HRINS
BIRC3	API2
XIAP	API3
XIAP	BIRC4
CD101	IGSF2
CADM1	TSLC1
CADM1	IGSF4
ELP1	DYS
ELP1	IKBKAP
IKBKG	IP2
IKBKG	IP1
IL10RA	IL10R
IL10RB	CRFB4
IL10RB	D21S58
IL10RB	D21S66
IL12A	NKSF1
IL12B	NKSF2
IL12RB1	IL12RB
APLP2	APPL2
IL17A	CTLA8
IL17A	IL17
IL17RA	IL17R
IL1A	IL1
IL1R1	IL1R
IL1R1	IL1RA
IL1R2	IL1RB
IL1RAPL1	IL1RAPL
IL1RAPL1	MRX34
IL1RAPL1	MRX21
IL1RAPL1	MRX10
IL20RB	FNDC6
IL2RA	IL2R
IL2RA	IDDM10
IL2RB	IL15RB
IL2RG	SCIDX1
IL2RG	IMD4
IL2RG	CIDX
IL5RA	IL5R
IL6	IFNB2
CXCL8	IL8
CXCR1	CMKAR1
CXCR1	IL8RA
CXCR2	IL8RB
FOXK2	ILF
FOXK2	ILF1
IMPA1	IMPA
IMPDH1	RP10
IMPG1	SPACR
INA	NEF5
IDO1	IDO
IDO1	INDO
INPP4A	INPP4
INS	IDDM2
INS	IDDM1
INSL3	RLNL
ABCD1	ALD
FOXP3	IPEX
PDX1	IPF1
IRF6	VWS
IRF6	LPS
APOE	AD2
IRF9	ISGF3G
ITGA2	CD49B
ITGA2B	GP2B
ITGA3	MSK18
ITGA4	CD49D
ITGA5	FNRA
ITGAL	CD11A
ITGAM	CR3A
ITGAM	CD11B
ITGAV	VNRA
ITGAV	MSK8
ITGAV	VTNR
ITGAX	CD11C
ITGB1	FNRB
ITGB1	MSK12
ITGB1	MDF2
ITGB2	CD18
ITGB2	MFI7
ITGB3	GP3A
APOH	B2G1
ITIH4	ITIHL1
STT3A	ITM1
ITPA	C20orf37
APOL1	APOL
ITPR1	SCA15
ITPR1	SCA16
ITPR1	SCA29
ITSN1	SH3D1A
ITSN1	ITSN
ITSN2	SH3D1B
JAG1	AGS
JAG1	JAGL1
JAK1	JAK1B
JARID2	JMJ
APP	AD1
JUP	CTNNG
CD82	ST6
CD82	KAI1
ANOS1	KAL
ANOS1	ADMLX
ANOS1	KAL1
KARS1	DFNB89
KARS1	KARS
KCNA1	AEMK
KCNA4	KCNA4L
KCNC3	SCA13
KCNC4	C1orf30
KCND3	SCA22
KCND3	SCA19
KCNE5	KCNE1L
KCNF1	KCNF
KCNH2	LQT2
KCNJ6	KCNJ7
KCNMA1	SLO
KCNMB3	KCNMB2
KCNMB3	KCNMBL
KCNQ1	LQT
KCNQ1	KCNA9
KCNQ3	EBN2
SHROOM2	APXL
KERA	CNA2
KIF1C	SAX2
KIF2A	KIF2
KIF5A	SPG10
KIF5B	KNS1
AQP1	CO
KIR3DL1	KIR
KIT	PBT
KITLG	MGF
KLF5	BTEB2
KLK3	APS
KLK4	PRSS17
KLK6	PRSS9
KLK6	PRSS18
KLK7	PRSS6
KLRB1	NKR
KNG1	KNG
KNG1	BDK
KLC1	KNS2
KIF11	KNSL1
KIFC1	KNSL2
AQP6	AQP2L
KIF25	KNSL3
KIF22	KNSL4
KIF23	KNSL5
KPNA2	RCH1
AQP7	AQP7L
TNPO1	KPNB2
IPO5	KPNB3
IPO5	RANBP5
KRAS	KRAS2
MAFB	KRML
KRT1	EHK1
KRT10	KPP
KRT14	EBS3
KRT14	EBS4
KRT17	PCHC1
KRT2	KRT2A
AR	DHTR
AR	SBMA
KRT4	CYK4
KRT5	EBS2
KRT6B	KRTL1
KRT31	KRTHA1
KRT33A	KRTHA3A
KRT36	KRTHA6
KRT81	KRTHB1
KRT82	KRTHB2
ARAF	ARAF1
KRT83	KRTHB3
KRT85	KRTHB5
KRT86	KRTHB6
L1CAM	HSAS1
L1CAM	SPG1
L1CAM	HSAS
L1CAM	MASA
L1CAM	MIC5
L1CAM	S10
AFF3	LAF4
LAMA1	LAMA
LAMA2	LAMM
LAMA3	LAMNA
LAMB1	CLM
LAMB2	LAMS
ARCN1	COPD
LAMB3	LAMNB1
LAMC2	EBR2
LAMC2	LAMB2T
LAMC2	LAMNB2
LAMC2	EBR2A
RPSA	LAMR1
LANCL1	GPR69A
LANCL2	GPR69B
AREG	SDGF
AREG	AREGB
LARGE1	LARGE
LARS1	LARS
COG1	LDLB
COG2	LDLC
LEFTY1	LEFTB
LEP	OBS
LEP	OB
LGI1	EPT
LHCGR	HHG
LHFPL3	LHFPL4
ABCD2	ALDL1
LIG3	LIG2
LMAN1	F5F8D
LMNA	LMN1
LMNA	CMD1A
LMNA	LGMD1B
LMNA	PRO1
LMNA	LMNL1
LMNB2	LMN2
LMO1	RBTN1
LMO2	RBTNL1
LMO3	RBTNL2
PRICKLE3	LMO6
LMO7	FBXO20
LMX1A	LMX1
LMX1B	NPS1
LNX1	LNX
LORICRIN	LOR
LPA	LP
RHOA	ARH12
RHOA	ARHA
LPL	LIPD
LRP1	APR
LRP1	A2MR
LRP1	IGFBP3R1
LRP1	IGFBP-3R
LRP5	LRP7
LRP5	OPPG
ABCD3	PXMP1
RHOD	ARHD
LRPAP1	A2MRAP
LRPAP1	RAP
LTA	TNFB
RND3	ARHE
LTB	TNFC
LTB4R	P2RY7
LTB4R	GPR16
LTB4R	CMKRL1
LTBR	D12S370
BCAM	LU
CD180	LY64
NCR2	LY95
NBR1	M17S2
ARHGAP5	GFI2
MARCKS	MACS
SMAD1	MADH1
SMAD2	MADH2
SMAD3	MADH3
SMAD4	MADH4
SMAD7	MADH8
SMAD9	MADH9
ARHGDIA	GDIA1
MAG	GMA
MAGEA1	MAGE1
ABCD4	PXMP1L
MAGEA3	MAGE3
MAGEA4	MAGE4
MAGEA6	MAGE6
MAGEL2	NDNL1
MALT1	MLT
MAN2A1	MANA2
MAN2B1	MANB
MAP1A	MAP1L
MAP2K1	PRKMK1
MAP2K2	PRKMK2
MAP2K3	PRKMK3
MAP2K4	SERK1
MAP2K5	PRKMK5
MAP2K7	PRKMK7
MAP3K1	MEKK1
MAP3K10	MLK2
ARHGEF6	MRX46
MAP3K12	ZPK
MAP3K2	MEKK2
MAP3K3	MEKK3
MAP3K4	MEKK4
MAP3K5	MEKK5
MAP3K7	TAK1
RHOH	ARHH
MAP3K8	COT
MAP3K8	ESTF
MAP4K2	RAB8IP
MAP4K3	RAB8IPL1
MAPK1	PRKM2
MAPK1	PRKM1
MAPK10	PRKM10
MAPK11	PRKM11
MAPK12	SAPK3
MAPK13	PRKM13
MAPK14	CSPB1
MAPK14	CSBP1
MAPK14	CSBP2
MAPK3	PRKM3
MAPK7	PRKM7
MAPK8	PRKM8
MAPK8IP1	PRKM8IP
MAPK8IP2	PRKM8IPL
MAPT	DDPAC
MAPT	MAPTL
MARS1	MARS
ABCE1	RNASEL1
ABCE1	RNASELI
ABCE1	RNS4I
MASP1	CRARF
MASP1	PRSS5
MASP2	MASP1P1
MATN1	CRTM
MATN1	CMP
PHOX2A	ARIX
PHOX2A	FEOM2
MATR3	MPD2
MBL2	MBL
MBNL1	MBNL
CHST6	MCDC1
MCM2	CCNL1
MCM2	CDCL1
MCM4	CDC21
MCM5	CDC46
CD46	MIC10
CD46	MCP
DNAJB9	MDG1
ARL6IP1	ARL6IP
ARL4C	ARL7
MECP2	RTT
MECP2	MRX16
MECP2	MRX79
MEFV	MEF
ABCF1	ABC50
METTL1	C12orf1
MFGE8	SPAG10
MELTF	MFI2
MGAT1	MGAT
MGAT1	GLYT1
OGA	MGEA5
MGST1	GST12
CIITA	MHC2TA
CD99	MIC2
MIF	GLIF
CXCL9	CMK
CXCL9	MIG
MITF	WS2A
MITF	WS2
ATXN3	SCA3
ATXN3	MJD
MKKS	BBS6
MKNK2	GPRK7
MKRN3	ZNF127
MKRN3	D15S9
ARRB2	ARR2
MKS1	MKS
MLH1	COCA2
KMT2A	MLL
KMT2D	TNRC21
KMT2D	MLL2
AFF1	PBM1
AFF1	MLLT2
AFDN	MLLT4
FOXO4	MLLT7
MARCKSL1	MLP
TRPM1	MLSN1
GSDMC	MLZE
MMP1	CLG
MMP10	STMY2
MMP11	STMY3
MMP16	C8orf57
MMP19	MMP18
MMP2	CLG4
MMP2	CLG4A
MMP3	STMY1
MMP3	STMY
MMP7	MPSL1
MMP8	CLG1
MMP9	CLG4B
MMRN1	MMRN
ALDH6A1	MMSDH
MN1	MGCR
ARSL	CDPX
ARSL	CDPX1
ARSL	ARSE
MORC1	MORC
KIF20B	MPHOSPH1
MPP1	DXS552E
MPZ	CMT1
MPZ	CMT1B
MRC1	MRC1L1
MRE11	MRE11A
ART4	DO
MS4A1	CD20
MS4A2	FCER1B
MS4A2	IGER
MS4A2	APY
SEPTIN9	MSF
SEPTIN9	SEPT9
MSH2	COCA1
MSH6	GTBP
ASAH1	ASAH
NAAA	ASAHL
MSL3	MSL3L1
MST1	D3F15S2
MST1	HGFL
MST1	DNF15S2
MST1R	RON
MST1R	PTK8
MST1R	SEA
MSX1	HOX7
MSX2	PFM1
MT1F	MT1
MTHFD1	MTHFC
MTHFD1	MTHFD
ASH2L	ASH2L1
ASIP	AGTIL
MTMR2	CMT4B
MTTP	MTP
MTX1	MTX
MUC1	PUM
MUC1	MCKD1
MUC12	MUC11
MUC5B	MUC5
GET3	ASNA1
CDHR5	MUCDHL
CDHR5	MUPCDH
TRIM37	MUL
MMUT	MUT
MYBPC3	CMH4
MYCN	NMYC
MYH2	IBM3
MYH7	CMH1
MYH7	MPD1
MYH9	DFNA17
ASS1	ASS
MYO15A	DFNB3
MYO15A	MYO15
MYO1A	MYHL
MYO1A	DFNA48
ABL1	ABL
MYO3A	DFNB30
MYO5A	MYH12
MYO6	DFNA22
MYO6	DFNB37
MYO7A	USH1B
MYO7A	DFNB2
MYO7A	DFNA11
MYO9B	CELIAC4
MYOC	GLC1A
MYOD1	MYF3
MYOG	MYF4
PPP1R12A	MYPT1
MYT1	PLPB1
NAIP	BIRC1
NARS1	NARS
NAT1	AAC1
NAT2	AAC2
NBN	NBS
NBN	NBS1
NCK1	NCK
NSMCE3	NDNL2
NDP	EVR2
NDRG1	CAP43
NDST1	HSST
NDUFA9	NDUFS2L
ABL2	ABLL
NEB	NEM2
SEPTIN2	DIFF6
SEPTIN2	NEDD5
SEPTIN2	SEPT2
ASTN1	ASTN
NEFM	NEF3
SERPINC1	AT3
NEU1	NEU
NEUROD1	NEUROD
NEUROG1	NEUROD3
ZFHX3	ATBF1
ZFHX3	C16orf47
NFE2L1	TCF11
NFIL3	IL3BP1
NFKBIA	NFKBI
TONSL	NFKBIL2
NGF	NGFB
NID1	NID
NKX2-4	NKX2D
NKX3-1	NKX3A
NKX6-1	NKX6A
ATF2	CREB2
NQO2	NMOR2
ATF4	TXREB
NOG	SYNS1
NOG	SYM1
NOP2	NOL1
NOS1	NOS
NOS2	NOS2A
CNOT1	NOT1
CNOT2	NOT2
CNOT3	NOT3
NOTCH1	TAN1
NOTCH3	CADASIL
NOTCH4	INT3
CCN3	NOV
NOVA2	NOVA3
PNP	NP
NPHP1	NPH1
NPPA	ANP
NPPA	PND
NPR1	ANPRA
NPR1	NPRA
NPR2	ANPRB
NPR2	NPRB
NPR2	AMDM
NPR3	NPRC
NPR3	ANPRC
NPR3	C5orf23
ATM	ATA
ATM	ATDC
ATM	ATC
ATM	ATD
NPY1R	NPYR
NR0B1	AHC
NR0B1	DSS
NR1D1	THRAL
NR1H2	UNR
NR2C2	TR4
NR2F1	ERBAL3
NR2F1	TFCOUP1
NR2F2	ARP1
NR2F2	TFCOUP2
NR3C1	GRL
NR3C2	MLR
NR4A1	HMR
NR4A1	GFRP1
NR4A2	NURR1
NR5A1	FTZF1
NR5A2	FTF
NR6A1	GCNF
NRBP1	NRBP
NRDC	NRD1
NRG1	HGL
NRG1	NRG1-IT2
AOC1	ABP1
ATP1A2	MHP2
ATP1A3	DYT12
NRXN3	C14orf60
CNTNAP1	NRXN4
HMGN5	NSBP1
NT5E	NT5
NT5C2	NT5B
NT5C2	SPG45
NTF4	NTF5
ATP1B1	ATP1B
NUDT2	APAH1
NUMB	C14orf41
FRMD7	NYS
FRMD7	NYS1
NYX	CSNB1
NYX	CSNB4
OAS1	OIAS
TBC1D25	OATL1
OCA2	D15S12
OCA2	P
OCA2	EYCL3
OCA2	EYCL2
ATP2A1	ATP2A
OSR1	ODD
TENM1	TNM
TENM1	ODZ1
ATP2A2	ATP2B
ATP2A2	DAR
ONECUT1	HNF6
ONECUT1	HNF6A
OPHN1	MRX60
SIGMAR1	OPRS1
ATP2B3	SCAX1
ATP2B3	CLA2
OR10C1	OR10C2
OR1F1	OR1F4
OR1F1	OR1F6
OR1F1	OR1F7
OR1F1	OR1F8
OR1F1	OR1F9
OR1F1	OR1F5
OR1F1	OR1F10
OR1F1	OR1F13P
OR1N1	OR1N3
ATP5F1A	ATP5AL2
ATP5F1A	ATPM
ATP5F1A	ATP5A1
OR2A5	OR2A8
OR2A5	OR2A26
ATP5F1D	ATP5D
ATP5F1E	ATP5E
OR7D4	OR7D4P
ACACA	ACAC
ACACA	ACC
ATP5MC3	ATP5G3
ORC1	ORC1L
ORC4	ORC4L
SLC22A14	ORCTL4
OSBP2	OSBPL1
ATP6V1A	VPP2
ATP6V1A	ATP6A1
ATP6V1A	ATP6V1A1
CLDN11	OTM
OTOF	DFNB9
OVGP1	MUC9
OXCT1	OXCT
OXT	OT
ATP6V1B1	ATP6B1
ATP6V1B2	ATP6B2
P4HA1	P4HA
P4HB	PO4DB
P4HB	ERBA2L
BLOC1S6	PA
BLOC1S6	PLDN
PABPC1	PAB1
